MultiClassConvolutionalTsetlinMachine2D,Parallel,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8,Epoch9,Epoch10,Epoch11,Epoch12,Epoch13,Epoch14,Epoch15,Average,
Settings:
Clauses:,14000.0
Threshold:,32000.0
s:,27.0
Window_X:,7.0
Window_Y:,7.0
Shape_X:,9.0
Shape_Y:,9.0
Shape_Z:,2.0
9x9Natsukaze_Draw0,,81.8121,83.5078,84.3632,85.2360,85.6920,85.9134,86.0263,85.7701,85.0536,84.4783,83.3840,85.1426,84.5695,84.6476,84.7345,84.6887
9x9Natsukaze_Draw1,,81.2645,83.5182,84.7211,84.7406,85.3551,84.9838,85.0207,85.6287,85.4897,85.5418,85.0663,84.9686,84.7602,85.1532,84.3824,84.7063
9x9Natsukaze_Draw2,,80.5306,83.7028,84.6864,84.9730,85.2509,85.5179,85.4398,84.7146,85.6721,85.5397,85.0598,85.0555,85.2444,83.6420,84.5995,84.6419
9x9Natsukaze_Draw3,,81.0557,83.6047,84.5753,85.2679,85.3418,85.6740,85.1637,85.6935,84.7816,85.3157,84.7077,85.3461,85.0096,85.0725,84.9010,84.7674
9x9Natsukaze_Draw4,,80.8668,83.8501,84.7208,84.9205,85.6110,85.8889,85.7847,85.6653,85.4959,85.4785,85.2397,85.2180,84.9922,84.7751,83.0228,84.7687
9x9Natsukaze_Draw5,,81.5941,83.6634,84.2974,85.1225,85.5502,85.5046,85.3656,85.7022,85.5285,85.4047,85.2723,85.2527,84.6426,84.8901,84.8098,84.8400
9x9Natsukaze_Draw6,,81.6984,83.6807,84.4950,84.9336,85.5871,85.3787,85.6588,85.3591,85.5611,85.2853,85.1485,84.9184,85.0400,85.1311,84.9683,84.8563
9x9Natsukaze_Draw7,,81.5334,83.7285,84.5036,85.4091,85.5632,85.5676,85.8477,84.9726,84.6513,84.8163,85.0942,83.0076,85.2658,85.2419,84.7512,84.6636
9x9Natsukaze_Draw8,,81.6571,83.4766,84.4884,85.2875,85.5480,85.5632,85.4525,84.8597,85.4178,85.5719,84.8359,84.7751,85.0638,84.7186,84.9748,84.7794
9x9Natsukaze_Draw9,,81.4461,84.0473,85.0027,85.6541,85.5803,85.7648,85.8083,85.7714,85.5651,85.0396,85.4630,85.2481,85.3566,84.2645,84.6140,84.9751
mean,,81.3500,83.6800,84.5900,85.1500,85.5100,85.5800,85.5600,85.4100,85.3200,85.2500,84.9300,84.8900,84.9900,84.7500,84.5800,84.7693,
singel-highest/max,,86.0263,85.5800,